ts,phase49_no_bnb_baseline,phase49_bnb_hybrid_base,phase49_bnb_hybrid_strict
2023-07-19,22.951143896680097,21.321191774517594,22.448827169645458
2023-07-20,22.86585536491986,21.24196029263533,22.36540529238925
2023-07-21,23.85235938227995,22.15840443307353,23.330318339319387
2023-07-22,23.81658084320653,22.12516682642392,23.29532286181041
2023-07-23,23.24093348431235,21.590400986920265,22.732274321456497
2023-07-24,23.206072084085882,21.558015385439887,22.698175909974314
2023-07-25,23.206072084085882,21.558015385439887,22.698175909974314
2023-07-26,23.206072084085882,21.558015385439887,22.698175909974314
2023-07-27,23.206072084085882,21.558015385439887,22.698175909974314
2023-07-28,23.206072084085882,21.558015385439887,22.698175909974314
2023-07-29,22.270570680458704,20.688951737812694,21.78314921581355
2023-07-30,22.23716482443802,20.657918310205975,21.75047449198983
2023-07-31,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-01,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-02,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-03,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-04,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-05,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-06,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-07,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-08,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-09,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-10,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-11,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-12,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-13,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-14,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-15,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-16,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-17,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-18,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-19,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-20,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-21,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-22,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-23,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-24,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-25,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-26,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-27,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-28,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-29,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-30,22.23716482443802,20.657918310205975,21.75047449198983
2023-08-31,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-01,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-02,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-03,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-04,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-05,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-06,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-07,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-08,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-09,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-10,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-11,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-12,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-13,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-14,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-15,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-16,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-17,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-18,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-19,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-20,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-21,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-22,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-23,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-24,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-25,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-26,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-27,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-28,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-29,22.23716482443802,20.657918310205975,21.75047449198983
2023-09-30,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-01,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-02,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-03,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-04,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-05,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-06,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-07,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-08,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-09,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-10,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-11,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-12,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-13,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-14,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-15,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-16,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-17,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-18,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-19,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-20,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-21,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-22,22.23716482443802,20.657918310205975,21.75047449198983
2023-10-23,21.011037689190413,19.518868687745304,20.551182802168327
2023-10-24,20.97952113265663,19.489590384713686,20.520356027965075
2023-10-25,20.97952113265663,19.489590384713686,20.520356027965075
2023-10-26,20.97952113265663,19.489590384713686,20.520356027965075
2023-10-27,21.127498198719056,19.627058365305444,20.66509441643325
2023-10-28,21.25292382144017,19.743576468608435,20.78777493030161
2023-10-29,21.407466106578685,19.887143417321045,20.938934849175126
2023-10-30,21.759105798850378,20.21381024265264,21.28287843269893
2023-10-31,22.428789034450613,20.835933687073965,21.93790474781751
2023-11-01,22.222732654265926,20.64451108879048,21.736358189319485
2023-11-02,21.77478400169052,20.228375005565518,21.298213496932476
2023-11-03,21.87109296199423,20.317844263458884,21.392414605795683
2023-11-04,21.96740192229794,20.40731352135225,21.48661571465889
2023-11-05,21.87109296199423,20.317844263458884,21.392414605795683
2023-11-06,21.631440432866384,20.095211458933527,21.158007195368633
2023-11-07,21.704404141983645,20.16299340660779,21.2293739953418
2023-11-08,22.360183878254045,20.77220075513068,21.87080110795815
2023-11-09,22.726063606247045,21.112096312496583,22.228673064823006
2023-11-10,22.621497819262935,21.014956614040678,22.1263958410632
2023-11-11,22.660457065507224,21.051149039320418,22.164502411678367
2023-11-12,22.3200594522294,20.73492589920345,21.83155485909302
2023-11-13,21.346898177459668,19.830876921936532,20.879692530842895
2023-11-14,21.731150697969603,20.187840466608446,21.255535166890155
2023-11-15,21.36986979553363,19.852217133846263,20.902161384084852
2023-11-16,21.65805918591608,20.1199397923502,21.184043361120295
2023-11-17,21.488904543735078,19.962798231923976,21.018590896338623
2023-11-18,21.612115949768157,20.077259368530733,21.139105654636385
2023-11-19,21.59871848178225,20.064813366470602,21.12600140829989
2023-11-20,20.61412511767787,19.15014418786711,20.162957197403006
2023-11-21,21.575394566412957,20.043145876834355,21.103187968263878
2023-11-22,21.509610051402532,19.982033268824708,21.038843236055495
2023-11-23,21.751437066120406,20.206686130584888,21.275377540523785
2023-11-24,21.790137232324152,20.242637875258282,21.31323070141439
2023-11-25,21.490765346906947,19.964526883945016,21.020410973324328
2023-11-26,20.324306103268004,18.880907638527702,19.879481262859056
2023-11-27,20.527688740620434,19.06984637875431,20.07841259699146
2023-11-28,20.485521257842812,19.03067356057158,20.037168006424853
2023-11-29,20.431987161924972,18.980941367236117,19.984805576371134
2023-11-30,20.889864840055367,19.406301333111333,20.432661984202493
2023-12-01,21.30451892464292,19.79150737327115,20.83824080510998
2023-12-02,21.095931823863616,19.597733781966642,20.634218914249484
2023-12-03,22.098115708084105,20.528744231162026,21.6144686530141
2023-12-04,22.625882590813664,21.019029986398127,22.13068464597697
2023-12-05,22.76497121723308,21.148240769568353,22.26672913028716
2023-12-06,22.44201664579077,20.848221895425237,21.95084285504996
2023-12-07,26.80397115887555,24.90039764334759,26.21733011280532
2023-12-08,28.46017546407193,26.438981069421686,27.837286153878917
2023-12-09,29.357575727623296,27.27264945666268,28.71504560278259
2023-12-10,27.1296740942586,25.20296969718887,26.53590460033306
2023-12-11,27.205453228098396,25.273367122797744,26.610025205662936
2023-12-12,28.108079351393037,26.111890237902184,27.492896139323875
2023-12-13,28.208548174667417,26.205223932206763,27.591166066948286
2023-12-14,27.499135866177273,25.546192907669923,26.897280203262945
2023-12-15,27.720576417534417,25.751907118839306,27.113874229606292
2023-12-16,27.12825425105523,25.201650688891718,26.534515832312433
2023-12-17,27.96958147538804,25.983228251033065,27.357429476058826
2023-12-18,27.719238843955615,25.75066453751462,27.112565930628584
2023-12-19,28.63255244241421,26.59911612104668,28.005890429650602
2023-12-20,28.75901215621,26.71659487599365,28.12958240211631
2023-12-21,28.829326563362287,26.781915670728512,28.198357883669804
2023-12-22,28.654340466935572,26.6193567962522,28.027201593880587
2023-12-23,28.188379663253727,26.186487754977705,27.571438970598184
2023-12-24,28.57170595804521,26.542590852943412,27.94637565262558
2023-12-25,27.727569399191413,25.758403470553006,27.120714160431753
2023-12-26,29.477288801057473,27.383860706441666,28.832138594206857
2023-12-27,28.80167795641963,27.174971108093825,28.171314403766093
2023-12-28,28.46550085116556,26.42525863796972,27.84249498769629
2023-12-29,28.474450232114986,26.71166564902837,27.851248499378034
2023-12-30,28.928643916799025,26.265207661201657,28.29550154292639
2023-12-31,28.95014420956513,26.408411166730982,28.3165312727985
2024-01-01,29.11677147850248,26.298902603679146,28.47951167930737
2024-01-02,27.66794522988286,26.60215708597654,27.06239494645414
2024-01-03,27.639370138907736,27.267632199906924,27.0344452598701
2024-01-04,27.552702182459274,26.745360591505865,26.94967414849472
2024-01-05,27.44236057907813,25.90298702956867,26.841747519866715
2024-01-06,27.417831900912628,25.4733765129807,26.81775568489256
2024-01-07,29.30399363093064,27.14935271028351,28.662636222515733
2024-01-08,28.779067435401046,26.66302287385269,28.149198744483623
2024-01-09,29.11859302408428,26.977584092962367,28.481293357908296
2024-01-10,28.92209521882106,26.795534223273037,28.289096172032657
2024-01-11,26.702387155509772,24.739035102924827,26.1179694123093
2024-01-12,28.47175270979364,26.378304142895384,27.8486100159695
2024-01-13,27.716593302312248,25.678669500449896,27.109978290230814
2024-01-14,27.078570832624994,25.087559043466243,26.485919802477994
2024-01-15,26.934018866836475,24.953635580555886,26.344531551346495
2024-01-16,27.011279400275168,25.02521536245625,26.420101133847815
2024-01-17,26.94897251846977,24.96748973189144,26.359157922153205
2024-01-18,27.539641757984917,25.514728709645834,26.936899569018117
2024-01-19,27.42998164600742,25.41313159985177,26.829639516435602
2024-01-20,27.153339090791462,25.156829800144017,26.559051656511528
2024-01-21,27.24306100059123,25.23995470815734,26.646809881351768
2024-01-22,26.72217546869812,24.75736843663553,26.137324631584818
2024-01-23,27.12093951225265,25.12681247225031,26.52736118643033
2024-01-24,27.943390352083874,25.888790795705795,27.331811580799197
2024-01-25,28.531567316326807,26.433720748237597,27.907115499196326
2024-01-26,28.023143160794778,25.96267960282875,27.4098188917683
2024-01-27,27.973297655350464,25.916499098376903,27.361064322412613
2024-01-28,28.17267967712773,26.10122111618429,27.556082599835364
2024-01-29,27.92843670045058,25.87493664437024,27.31718520999249
2024-01-30,27.978282205894896,25.921117148822088,27.365939779348178
2024-01-31,28.820671247903846,26.701567674058314,28.18989200145932
2024-02-01,28.982669140597874,26.85165431352682,28.348344351865308
2024-02-02,29.219435291458378,27.071011709673094,28.57992855630483
2024-02-03,29.51601604885206,27.345785711161586,28.870018243971174
2024-02-04,29.653091188823932,27.472782098404167,29.00409330969932
2024-02-05,30.159023069083744,27.94151421859042,29.498952188659565
2024-02-06,30.804522364587644,28.53955175124185,30.130323861815736
2024-02-07,30.378343293038736,28.14470843817855,29.713472293824594
2024-02-08,30.71756256634455,28.458985864426175,30.04526729599686
2024-02-09,31.219998942721947,28.924479495381263,30.536707174889813
2024-02-10,30.77608555531511,28.51320582124273,30.10250943045279
2024-02-11,31.65228969905561,29.32498511809304,30.959536665204386
2024-02-12,30.702025692957534,28.444591374005796,30.030070468030814
2024-02-13,32.61800515240732,30.219694207612594,31.90411613387672
2024-02-14,32.02379018897868,29.66917021313478,31.32290636604653
2024-02-15,31.411655728713736,29.102044292444216,30.72416929372746
2024-02-16,32.184455401646645,29.818022160822593,31.480055203925556
2024-02-17,32.32423413666777,29.947523355310988,31.616774692880302
2024-02-18,32.94079096747035,30.518746481967877,32.219837346195526
2024-02-19,33.72392896517226,31.244302526929356,32.985835312986865
2024-02-20,33.19918959262267,30.758145776905888,32.47258056906197
2024-02-21,33.238340899463935,30.794418397351038,32.510874996769004
2024-02-22,32.68843282965925,30.284943534184254,31.97300240646101
2024-02-23,33.47570967979867,31.014334113307083,32.74304864132424
2024-02-24,34.81770461744042,32.25765590610853,34.0556722104709
2024-02-25,35.526343271267244,32.9141903361658,34.74880135196828
2024-02-26,36.269323214237694,33.602541036156396,35.47552017719726
2024-02-27,37.843653192763156,35.06111492228522,37.01539382162254
2024-02-28,37.36253956212241,34.6153762350435,36.544810011428346
2024-02-29,38.4066489851405,35.58271520428653,37.56606769204974
2024-03-01,38.27208035048325,35.45804102601362,37.434444273388124
2024-03-02,39.014948432577015,36.1462880899458,38.161053685966515
2024-03-03,40.58044140184402,37.596674727459856,39.69228373099506
2024-03-04,39.75144044469948,36.82862789854833,38.881426577461184
2024-03-05,42.71508251170627,39.57436163018802,41.78020534223334
2024-03-06,43.276288530056576,40.09430373525469,42.329128610251075
2024-03-07,43.43960541002298,40.24561238054019,42.48887108011472
2024-03-08,43.68402142558913,40.472057168176356,42.72793772165722
2024-03-09,43.38490544132189,43.71571476490439,46.15239423513424
2024-03-10,45.21915491311073,43.228056006891656,45.63755376247912
2024-03-11,44.826369022534394,42.722881175474534,45.104220884299856
2024-03-12,45.842948519235954,43.69175744161091,46.12710154953124
2024-03-13,44.78680121899393,42.6851701003664,45.06440782360118
2024-03-14,43.60165547632302,41.5556375987646,43.871916071020365
2024-03-15,40.96721894575086,39.0448226183368,41.22115024341426
2024-03-16,41.16153771181916,39.23002293087444,41.41667347533838
2024-03-17,40.45725284602758,38.55878679707621,40.70802316872612
2024-03-18,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-19,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-20,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-21,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-22,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-23,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-24,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-25,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-26,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-27,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-28,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-29,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-30,40.39656696675854,38.5009486168806,40.646961133973036
2024-03-31,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-01,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-02,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-03,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-04,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-05,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-06,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-07,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-08,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-09,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-10,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-11,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-12,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-13,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-14,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-15,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-16,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-17,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-18,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-19,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-20,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-21,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-22,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-23,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-24,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-25,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-26,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-27,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-28,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-29,40.39656696675854,38.5009486168806,40.646961133973036
2024-04-30,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-01,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-02,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-03,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-04,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-05,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-06,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-07,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-08,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-09,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-10,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-11,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-12,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-13,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-14,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-15,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-16,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-17,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-18,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-19,40.39656696675854,38.5009486168806,40.646961133973036
2024-05-20,39.601912828946695,37.74358381028053,39.84738141025126
2024-05-21,39.216352695878115,37.3761161766025,39.45943142042802
2024-05-22,39.04126979884651,37.20924908544954,39.283263289192426
2024-05-23,37.16633143316621,35.42229264095077,37.39670330153025
2024-05-24,37.45635899974257,35.69871059615533,37.68852857559651
2024-05-25,37.033147248693346,35.29535815547357,37.262693587923074
2024-05-26,37.535206446425455,35.77385810796761,37.7678647504618
2024-05-27,37.09831782105476,35.35747058348966,37.328268113699814
2024-05-28,37.01914189969135,35.28201001074803,37.24860142813583
2024-05-29,36.702438214237716,34.980167719781555,36.929934685879914
2024-05-30,36.43192048291274,34.722344096247696,36.65774017686966
2024-05-31,36.53968770921293,34.82505432025712,36.76617538777618
2024-06-01,35.88208769566685,34.19831234109756,36.10449930489758
2024-06-02,36.26477131558998,34.56303844268205,36.48955495179014
2024-06-03,37.78011047723966,36.00726995987581,38.01428679494518
2024-06-04,38.16719275946077,36.58715136783835,38.626490335338794
2024-06-05,37.5340859505288,37.23637958329513,39.31190601959495
2024-06-06,36.20396674766461,35.8122660784222,37.80841355090403
2024-06-07,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-08,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-09,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-10,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-11,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-12,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-13,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-14,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-15,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-16,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-17,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-18,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-19,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-20,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-21,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-22,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-23,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-24,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-25,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-26,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-27,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-28,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-29,36.14966079754311,35.75854767930456,37.75170093057768
2024-06-30,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-01,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-02,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-03,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-04,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-05,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-06,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-07,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-08,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-09,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-10,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-11,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-12,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-13,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-14,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-15,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-16,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-17,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-18,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-19,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-20,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-21,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-22,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-23,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-24,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-25,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-26,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-27,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-28,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-29,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-30,36.14966079754311,35.75854767930456,37.75170093057768
2024-07-31,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-01,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-02,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-03,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-04,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-05,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-06,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-07,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-08,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-09,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-10,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-11,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-12,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-13,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-14,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-15,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-16,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-17,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-18,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-19,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-20,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-21,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-22,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-23,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-24,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-25,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-26,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-27,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-28,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-29,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-30,36.14966079754311,35.75854767930456,37.75170093057768
2024-08-31,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-01,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-02,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-03,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-04,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-05,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-06,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-07,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-08,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-09,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-10,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-11,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-12,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-13,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-14,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-15,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-16,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-17,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-18,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-19,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-20,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-21,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-22,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-23,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-24,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-25,36.14966079754311,35.75854767930456,37.75170093057768
2024-09-26,36.56736399299879,36.1717316290559,38.187915427883866
2024-09-27,36.54380254712701,36.14842510094439,38.16330981227311
2024-09-28,36.873662789331895,36.47471649450546,38.50778843082362
2024-09-29,36.75585555997301,36.35818385394793,38.38476035276987
2024-09-30,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-01,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-02,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-03,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-04,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-05,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-06,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-07,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-08,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-09,36.70072177663305,36.303646578167005,38.32718321224071
2024-10-10,36.70072177663305,36.303646578167005,38.32718321224071
